,theta,signal_vis_15,signal_tir_15,signal_vis_20,signal_tir_20,signal_vis_25,signal_tir_25
778,77.80000000000001,5.4747769853177444e-15,7.258716883144484e-14,5.4747769853177446e-17,7.258716883144486e-16,5.474776985317744e-19,7.258716883144485e-18
779,77.9,5.467867764926649e-15,7.246524278566379e-14,5.467867764926649e-17,7.24652427856638e-16,5.467867764926649e-19,7.246524278566379e-18
780,78.0,5.460991080433253e-15,7.234376372208677e-14,5.460991080433254e-17,7.234376372208678e-16,5.460991080433253e-19,7.234376372208677e-18
781,78.10000000000001,5.454146782521692e-15,7.222272945993731e-14,5.4541467825216914e-17,7.222272945993732e-16,5.454146782521691e-19,7.222272945993732e-18
782,78.2,5.44733472286015e-15,7.210213783174815e-14,5.447334722860151e-17,7.210213783174814e-16,5.44733472286015e-19,7.210213783174814e-18
783,78.30000000000001,5.440554754093764e-15,7.198198668326604e-14,5.440554754093764e-17,7.198198668326606e-16,5.440554754093764e-19,7.198198668326604e-18
784,78.4,5.433806729837469e-15,7.186227387335793e-14,5.4338067298374686e-17,7.186227387335794e-16,5.433806729837469e-19,7.186227387335794e-18
785,78.5,5.427090504668704e-15,7.174299727391646e-14,5.4270905046687034e-17,7.174299727391648e-16,5.427090504668703e-19,7.174299727391647e-18
786,78.60000000000001,5.420405934120562e-15,7.162415476976819e-14,5.4204059341205625e-17,7.162415476976819e-16,5.420405934120563e-19,7.162415476976818e-18
787,78.7,5.4137528746747845e-15,7.150574425858099e-14,5.41375287467474e-17,7.150574425858102e-16,5.41375287467474e-19,7.150574425858101e-18
788,78.80000000000001,5.4071311837546235e-15,7.138776365077294e-14,5.4071311837546235e-17,7.138776365077295e-16,5.407131183754623e-19,7.138776365077295e-18
789,78.9,5.400540719718174e-15,7.127021086942156e-14,5.400540719718174e-17,7.127021086942157e-16,5.400540719718174e-19,7.127021086942157e-18
790,79.0,5.393981341851573e-15,7.115308385017414e-14,5.393981341851574e-17,7.115308385017415e-16,5.393981341851574e-19,7.115308385017415e-18
791,79.10000000000001,5.387452910362041e-15,7.103638054115853e-14,5.387452910362041e-17,7.103638054115855e-16,5.387452910362041e-19,7.103638054115853e-18
792,79.2,5.38095528637141e-15,7.092009890289514e-14,5.38095528637141e-17,7.092009890289515e-16,5.38095528637141e-19,7.092009890289513e-18
793,79.30000000000001,5.374488331909409e-15,7.08042369082087e-14,5.3744883319093656e-17,7.080423690820871e-16,5.374488331909365e-19,7.08042369082087e-18
794,79.4,5.368051909906865e-15,7.068879254214154e-14,5.368051909906865e-17,7.068879254214155e-16,5.368051909906865e-19,7.068879254214154e-18
795,79.5,5.361645884189703e-15,7.057376380186718e-14,5.3616458841897026e-17,7.057376380186718e-16,5.361645884189703e-19,7.057376380186719e-18
796,79.60000000000001,5.355270119471947e-15,7.045914869660511e-14,5.3552701194719466e-17,7.045914869660512e-16,5.355270119471947e-19,7.045914869660512e-18
797,79.7,5.348924481349432e-15,7.034494524753543e-14,5.348924481349432e-17,7.034494524753544e-16,5.348924481349432e-19,7.034494524753544e-18
798,79.80000000000001,5.3426088362938286e-15,7.02311514877151e-14,5.342608836293829e-17,7.023115148771513e-16,5.342608836293829e-19,7.02311514877151e-18
799,79.9,5.336323051645803e-15,7.011776546199378e-14,5.336323051645803e-17,7.011776546199378e-16,5.336323051645803e-19,7.011776546199377e-18
800,80.0,5.330066995609051e-15,7.000478522693155e-14,5.330066995609051e-17,7.000478522693156e-16,5.3300669956090515e-19,7.000478522693155e-18
801,80.10000000000001,5.3238405372441295e-15,6.989220885071643e-14,5.3238405372441295e-17,6.989220885071645e-16,5.32384053724413e-19,6.989220885071644e-18
802,80.2,5.317643546462157e-15,6.978003441308276e-14,5.317643546462157e-17,6.978003441308277e-16,5.317643546462157e-19,6.978003441308276e-18
803,80.30000000000001,5.311475894018912e-15,6.966826000523029e-14,5.311475894018912e-17,6.96682600052303e-16,5.311475894018912e-19,6.966826000523029e-18
804,80.4,5.305337451508593e-15,6.955688372974418e-14,5.305337451508593e-17,6.95568837297442e-16,5.305337451508593e-19,6.95568837297442e-18
805,80.5,5.299228091358055e-15,6.944590370051508e-14,5.299228091358055e-17,6.94459037005151e-16,5.299228091358055e-19,6.94459037005151e-18
806,80.60000000000001,5.29314768682058e-15,6.933531804266027e-14,5.293147686820581e-17,6.933531804266027e-16,5.293147686820581e-19,6.933531804266026e-18
807,80.7,5.2870961119703814e-15,6.922512489244508e-14,5.2870961119703816e-17,6.922512489244509e-16,5.287096111970382e-19,6.922512489244508e-18
808,80.80000000000001,5.281073241696379e-15,6.91153223972056e-14,5.28107324169638e-17,6.911532239720562e-16,5.281073241696379e-19,6.9115322397205606e-18
809,80.9,5.275078951696716e-15,6.900590871527113e-14,5.2750789516967156e-17,6.900590871527115e-16,5.275078951696716e-19,6.900590871527113e-18
810,81.0,5.269113118472751e-15,6.889688201588773e-14,5.26911311847275e-17,6.889688201588774e-16,5.26911311847275e-19,6.889688201588774e-18
811,81.10000000000001,5.263175619323712e-15,6.878824047914252e-14,5.2631756193236696e-17,6.878824047914254e-16,5.2631756193236695e-19,6.8788240479142525e-18
812,81.2,5.2572663323406105e-15,6.867998229588813e-14,5.257266332340611e-17,6.867998229588813e-16,5.25726633234061e-19,6.867998229588812e-18
813,81.30000000000001,5.25138513640119e-15,6.85721056676683e-14,5.25138513640119e-17,6.857210566766832e-16,5.25138513640119e-19,6.8572105667668315e-18
814,81.4,5.245531911163893e-15,6.846460880664328e-14,5.2455319111638927e-17,6.84646088066433e-16,5.245531911163894e-19,6.846460880664329e-18
815,81.5,5.2397065370626424e-15,6.835748993551661e-14,5.239706537062642e-17,6.8357489935516625e-16,5.239706537062642e-19,6.835748993551661e-18
816,81.60000000000001,5.233908895301232e-15,6.825074728746235e-14,5.233908895301232e-17,6.825074728746237e-16,5.233908895301232e-19,6.8250747287462364e-18
817,81.7,5.228138867848113e-15,6.814437910605201e-14,5.228138867848113e-17,6.814437910605202e-16,5.2281388678481135e-19,6.814437910605201e-18
818,81.80000000000001,5.222396337430914e-15,6.803838364518347e-14,5.2223963374309144e-17,6.803838364518349e-16,5.222396337430914e-19,6.803838364518348e-18
819,81.9,5.216681187531051e-15,6.79327591690094e-14,5.2166811875310934e-17,6.79327591690094e-16,5.216681187531093e-19,6.79327591690094e-18
820,82.0,5.21099330237863e-15,6.782750395186648e-14,5.21099330237863e-17,6.782750395186649e-16,5.21099330237863e-19,6.7827503951866486e-18
821,82.10000000000001,5.205332566947146e-15,6.772261627820553e-14,5.205332566947146e-17,6.772261627820554e-16,5.205332566947146e-19,6.772261627820553e-18
822,82.2,5.199698866948168e-15,6.761809444252154e-14,5.199698866948168e-17,6.761809444252156e-16,5.199698866948168e-19,6.761809444252155e-18
823,82.30000000000001,5.194092088826453e-15,6.751393674928511e-14,5.194092088826454e-17,6.751393674928512e-16,5.194092088826454e-19,6.751393674928512e-18
824,82.4,5.1885121197547234e-15,6.741014151287347e-14,5.188512119754723e-17,6.741014151287347e-16,5.1885121197547225e-19,6.741014151287346e-18
825,82.5,5.1829588476286355e-15,6.730670705750285e-14,5.182958847628636e-17,6.730670705750287e-16,5.182958847628637e-19,6.730670705750286e-18
826,82.60000000000001,5.177432161061604e-15,6.720363171716089e-14,5.1774321610616034e-17,6.72036317171609e-16,5.177432161061603e-19,6.720363171716088e-18
827,82.7,5.171931949380185e-15,6.710091383553979e-14,5.171931949380185e-17,6.710091383553981e-16,5.171931949380186e-19,6.710091383553979e-18
828,82.80000000000001,5.166458102618763e-15,6.699855176596994e-14,5.166458102618763e-17,6.699855176596996e-16,5.166458102618762e-19,6.699855176596994e-18
829,82.9,5.161010511515059e-15,6.689654387135385e-14,5.1610105115150595e-17,6.689654387135386e-16,5.16101051151506e-19,6.689654387135385e-18
830,83.0,5.155589067504932e-15,6.679488852410114e-14,5.1555890675049323e-17,6.679488852410115e-16,5.155589067504932e-19,6.679488852410114e-18
831,83.10000000000001,5.150193662717753e-15,6.669358410606344e-14,5.1501936627177105e-17,6.669358410606345e-16,5.150193662717711e-19,6.669358410606344e-18
832,83.2,5.1448241899715725e-15,6.659262900847017e-14,5.144824189971573e-17,6.659262900847018e-16,5.144824189971572e-19,6.659262900847017e-18
833,83.30000000000001,5.139480542768578e-15,6.649202163186434e-14,5.1394805427685783e-17,6.649202163186434e-16,5.139480542768578e-19,6.649202163186434e-18
834,83.4,5.1341626152902e-15,6.639176038603996e-14,5.1341626152902e-17,6.639176038603997e-16,5.1341626152902e-19,6.639176038603996e-18
835,83.5,5.128870302392434e-15,6.629184368997842e-14,5.1288703023924334e-17,6.6291843689978435e-16,5.128870302392433e-19,6.629184368997842e-18
836,83.60000000000001,5.123603499601482e-15,6.619226997178644e-14,5.123603499601482e-17,6.619226997178645e-16,5.123603499601482e-19,6.6192269971786445e-18
837,83.7,5.118362103109021e-15,6.609303766863426e-14,5.118362103109021e-17,6.609303766863428e-16,5.118362103109021e-19,6.609303766863427e-18
838,83.80000000000001,5.1131460097675785e-15,6.599414522669412e-14,5.1131460097675784e-17,6.599414522669414e-16,5.113146009767578e-19,6.599414522669412e-18
839,83.9,5.107955117086327e-15,6.58955911010792e-14,5.107955117086327e-17,6.589559110107921e-16,5.107955117086327e-19,6.589559110107921e-18
840,84.0,5.102789323226244e-15,6.579737375578353e-14,5.102789323226244e-17,6.579737375578354e-16,5.102789323226244e-19,6.5797373755783535e-18
841,84.10000000000001,5.097648526996098e-15,6.569949166362145e-14,5.0976485269960986e-17,6.569949166362146e-16,5.097648526996098e-19,6.5699491663621444e-18
842,84.2,5.092532627847758e-15,6.560194330616868e-14,5.0925326278477995e-17,6.560194330616869e-16,5.0925326278478e-19,6.5601943306168676e-18
843,84.30000000000001,5.087441525871996e-15,6.550472717370274e-14,5.087441525871996e-17,6.550472717370274e-16,5.087441525871996e-19,6.550472717370274e-18
844,84.4,5.082375121794118e-15,6.540784176514463e-14,5.082375121794118e-17,6.540784176514464e-16,5.082375121794118e-19,6.540784176514463e-18
845,84.5,5.077333316969702e-15,6.531128558800044e-14,5.077333316969744e-17,6.531128558800045e-16,5.077333316969744e-19,6.531128558800044e-18
846,84.60000000000001,5.072316013380468e-15,6.521505715830381e-14,5.072316013380468e-17,6.521505715830381e-16,5.072316013380468e-19,6.5215057158303815e-18
847,84.7,5.0673231136298684e-15,6.51191550005586e-14,5.067323113629868e-17,6.511915500055863e-16,5.067323113629868e-19,6.5119155000558606e-18
848,84.80000000000001,5.0623545209390165e-15,6.502357764768206e-14,5.0623545209390166e-17,6.502357764768205e-16,5.062354520939017e-19,6.502357764768206e-18
849,84.9,5.0574101391426875e-15,6.492832364094821e-14,5.057410139142688e-17,6.492832364094823e-16,5.057410139142688e-19,6.4928323640948215e-18
850,85.0,5.052489872684927e-15,6.483339152993218e-14,5.052489872684927e-17,6.483339152993219e-16,5.052489872684927e-19,6.483339152993219e-18
851,85.10000000000001,5.047593626615279e-15,6.473877987245447e-14,5.0475936266152785e-17,6.473877987245449e-16,5.047593626615279e-19,6.473877987245449e-18
852,85.2,5.042721306584543e-15,6.464448723452584e-14,5.042721306584543e-17,6.464448723452586e-16,5.042721306584543e-19,6.464448723452585e-18
853,85.30000000000001,5.037872818840776e-15,6.45505121902927e-14,5.037872818840776e-17,6.455051219029271e-16,5.037872818840775e-19,6.45505121902927e-18
854,85.4,5.033048070225603e-15,6.445685332198273e-14,5.033048070225603e-17,6.445685332198274e-16,5.033048070225603e-19,6.4456853321982734e-18
855,85.5,5.028246968169905e-15,6.436350921985102e-14,5.0282469681699056e-17,6.436350921985103e-16,5.028246968169905e-19,6.436350921985102e-18
856,85.60000000000001,5.023469420690154e-15,6.427047848212661e-14,5.023469420690154e-17,6.427047848212663e-16,5.023469420690155e-19,6.427047848212662e-18
857,85.7,5.0187153363844064e-15,6.417775971495946e-14,5.0187153363844066e-17,6.417775971495947e-16,5.018715336384407e-19,6.4177759714959464e-18
858,85.80000000000001,5.013984624428609e-15,6.408535153236789e-14,5.01398462442861e-17,6.40853515323679e-16,5.01398462442861e-19,6.4085351532367894e-18
859,85.9,5.009277194572698e-15,6.399325255618611e-14,5.009277194572698e-17,6.399325255618611e-16,5.009277194572698e-19,6.399325255618612e-18
860,86.0,5.004592957136713e-15,6.390146141601237e-14,5.004592957136713e-17,6.390146141601238e-16,5.004592957136712e-19,6.390146141601237e-18
861,86.10000000000001,4.999931823007362e-15,6.380997674915781e-14,4.999931823007362e-17,6.380997674915783e-16,4.999931823007362e-19,6.3809976749157816e-18
862,86.2,4.9952937036339525e-15,6.371879720059519e-14,4.9952937036339525e-17,6.371879720059521e-16,4.995293703633952e-19,6.37187972005952e-18
863,86.30000000000001,4.990678511024963e-15,6.362792142290777e-14,4.990678511024964e-17,6.362792142290778e-16,4.990678511024964e-19,6.362792142290777e-18
864,86.4,4.986086157744241e-15,6.353734807624003e-14,4.986086157744241e-17,6.353734807624005e-16,4.986086157744241e-19,6.353734807624004e-18
865,86.5,4.981516556907501e-15,6.344707582824676e-14,4.981516556907501e-17,6.344707582824677e-16,4.9815165569075e-19,6.3447075828246766e-18
866,86.60000000000001,4.9769696221785e-15,6.335710335404391e-14,4.976969622178459e-17,6.335710335404392e-16,4.976969622178459e-19,6.335710335404391e-18
867,86.7,4.972445267765714e-15,6.326742933615955e-14,4.9724452677657137e-17,6.326742933615956e-16,4.972445267765714e-19,6.3267429336159545e-18
868,86.80000000000001,4.967943408418843e-15,6.317805246448463e-14,4.967943408418803e-17,6.317805246448464e-16,4.967943408418802e-19,6.317805246448463e-18
869,86.9,4.963463959424897e-15,6.308897143622521e-14,4.963463959424898e-17,6.308897143622523e-16,4.963463959424898e-19,6.308897143622522e-18
870,87.0,4.959006836605203e-15,6.300018495585363e-14,4.959006836605204e-17,6.300018495585364e-16,4.959006836605204e-19,6.300018495585363e-18
871,87.10000000000001,4.954571956311575e-15,6.291169173506142e-14,4.954571956311575e-17,6.291169173506144e-16,4.954571956311576e-19,6.2911691735061426e-18
872,87.2,4.950159235423255e-15,6.282349049271176e-14,4.9501592354232544e-17,6.282349049271176e-16,4.950159235423255e-19,6.282349049271176e-18
873,87.30000000000001,4.945768591343014e-15,6.2735579954792e-14,4.945768591343014e-17,6.273557995479201e-16,4.945768591343015e-19,6.2735579954792e-18
874,87.4,4.941399941994428e-15,6.264795885436784e-14,4.941399941994428e-17,6.264795885436785e-16,4.941399941994427e-19,6.264795885436784e-18
875,87.5,4.937053205817865e-15,6.256062593153666e-14,4.9370532058179066e-17,6.256062593153666e-16,4.937053205817906e-19,6.2560625931536646e-18
876,87.60000000000001,4.9327283017677295e-15,6.24735799333811e-14,4.932728301767729e-17,6.247357993338111e-16,4.93272830176773e-19,6.24735799333811e-18
877,87.7,4.928425149308704e-15,6.238681961392436e-14,4.9284251493087033e-17,6.238681961392437e-16,4.9284251493087035e-19,6.238681961392437e-18
878,87.80000000000001,4.924143668412995e-15,6.230034373408418e-14,4.924143668412995e-17,6.230034373408419e-16,4.924143668412995e-19,6.230034373408418e-18
879,87.9,4.9198837795565126e-15,6.221415106162832e-14,4.9198837795565125e-17,6.221415106162833e-16,4.919883779556512e-19,6.2214151061628324e-18
880,88.0,4.915645403716196e-15,6.212824037112982e-14,4.915645403716196e-17,6.212824037112984e-16,4.915645403716196e-19,6.2128240371129824e-18
881,88.10000000000001,4.911428462366527e-15,6.204261044392274e-14,4.9114284623665274e-17,6.204261044392275e-16,4.911428462366528e-19,6.204261044392274e-18
882,88.2,4.90723287747642e-15,6.195726006805831e-14,4.90723287747642e-17,6.195726006805833e-16,4.90723287747642e-19,6.195726006805832e-18
883,88.30000000000001,4.903058571506138e-15,6.187218803826117e-14,4.903058571506138e-17,6.187218803826118e-16,4.903058571506138e-19,6.1872188038261175e-18
884,88.4,4.898905467404156e-15,6.178739315588633e-14,4.898905467404196e-17,6.178739315588632e-16,4.898905467404196e-19,6.178739315588632e-18
885,88.5,4.894773488604162e-15,6.170287422887592e-14,4.894773488604122e-17,6.170287422887593e-16,4.894773488604122e-19,6.170287422887592e-18
886,88.60000000000001,4.890662559021681e-15,6.161863007171666e-14,4.89066255902168e-17,6.161863007171667e-16,4.890662559021681e-19,6.161863007171666e-18
887,88.7,4.886572603051564e-15,6.153465950539787e-14,4.8865726030515636e-17,6.153465950539787e-16,4.886572603051563e-19,6.153465950539787e-18
888,88.80000000000001,4.882503545564578e-15,6.145096135736881e-14,4.882503545564579e-17,6.145096135736882e-16,4.882503545564579e-19,6.14509613573688e-18
889,88.9,4.878455311904503e-15,6.136753446149749e-14,4.8784553119045025e-17,6.13675344614975e-16,4.878455311904502e-19,6.136753446149749e-18
890,89.0,4.874427827885233e-15,6.128437765802909e-14,4.874427827885233e-17,6.128437765802911e-16,4.874427827885233e-19,6.128437765802909e-18
891,89.10000000000001,4.870421019787885e-15,6.120148979354492e-14,4.8704210197878857e-17,6.120148979354493e-16,4.870421019787885e-19,6.120148979354492e-18
892,89.2,4.866434814357711e-15,6.111886972092152e-14,4.866434814357711e-17,6.111886972092154e-16,4.866434814357711e-19,6.111886972092152e-18
893,89.30000000000001,4.8624691388013926e-15,6.103651629929048e-14,4.8624691388013935e-17,6.103651629929049e-16,4.862469138801394e-19,6.103651629929048e-18
894,89.4,4.8585239207839715e-15,6.095442839399768e-14,4.858523920783971e-17,6.09544283939977e-16,4.858523920783971e-19,6.095442839399768e-18
895,89.5,4.854599088426333e-15,6.087260487656425e-14,4.8545990884263724e-17,6.087260487656426e-16,4.854599088426372e-19,6.0872604876564245e-18
896,89.60000000000001,4.850694570301983e-15,6.079104462464612e-14,4.8506945703019835e-17,6.079104462464612e-16,4.850694570301984e-19,6.079104462464612e-18
897,89.7,4.846810295434584e-15,6.070974652199503e-14,4.8468102954345836e-17,6.070974652199505e-16,4.846810295434584e-19,6.070974652199503e-18
898,89.80000000000001,4.842946193294912e-15,6.062870945841999e-14,4.842946193294912e-17,6.062870945842e-16,4.842946193294912e-19,6.062870945841998e-18
899,89.9,4.839102193798287e-15,6.054793232974777e-14,4.8391021937982873e-17,6.054793232974778e-16,4.839102193798287e-19,6.054793232974777e-18
900,90.0,4.835278227301851e-15,6.046741403778489e-14,4.835278227301851e-17,6.046741403778489e-16,4.835278227301851e-19,6.0467414037784886e-18
901,90.10000000000001,4.831474224601707e-15,6.03871534902793e-14,4.831474224601747e-17,6.03871534902793e-16,4.831474224601746e-19,6.03871534902793e-18
902,90.2,4.827690116930367e-15,6.030714960088285e-14,4.8276901169303667e-17,6.030714960088285e-16,4.827690116930367e-19,6.030714960088285e-18
903,90.30000000000001,4.823925835953931e-15,6.022740128911301e-14,4.82392583595397e-17,6.022740128911301e-16,4.823925835953971e-19,6.022740128911301e-18
904,90.4,4.820181313769722e-15,6.014790748031626e-14,4.820181313769722e-17,6.014790748031627e-16,4.820181313769722e-19,6.014790748031626e-18
905,90.5,4.816456482903315e-15,6.006866710563048e-14,4.816456482903315e-17,6.006866710563049e-16,4.816456482903315e-19,6.006866710563048e-18
906,90.60000000000001,4.812751276306127e-15,5.998967910194849e-14,4.812751276306127e-17,5.99896791019485e-16,4.812751276306127e-19,5.9989679101948485e-18
907,90.7,4.80906562735288e-15,5.991094241188137e-14,4.80906562735288e-17,5.991094241188138e-16,4.80906562735288e-19,5.991094241188138e-18
908,90.80000000000001,4.8053994698389135e-15,5.983245598372215e-14,4.805399469838912e-17,5.983245598372216e-16,4.805399469838912e-19,5.983245598372215e-18
909,90.9,4.801752737977679e-15,5.975421877141001e-14,4.8017527379776794e-17,5.975421877141001e-16,4.801752737977679e-19,5.975421877141001e-18
910,91.0,4.798125366398297e-15,5.967622973449445e-14,4.798125366398297e-17,5.967622973449446e-16,4.798125366398298e-19,5.967622973449446e-18
911,91.10000000000001,4.794517290142884e-15,5.959848783809974e-14,4.7945172901428834e-17,5.959848783809976e-16,4.794517290142883e-19,5.9598487838099746e-18
912,91.2,4.790928444664337e-15,5.952099205288982e-14,4.790928444664298e-17,5.952099205288984e-16,4.790928444664298e-19,5.952099205288983e-18
913,91.30000000000001,4.787358765823472e-15,5.944374135503321e-14,4.787358765823472e-17,5.944374135503323e-16,4.787358765823472e-19,5.944374135503323e-18
914,91.4,4.7838081898870385e-15,5.936673472616847e-14,4.783808189887039e-17,5.9366734726168485e-16,4.783808189887038e-19,5.936673472616848e-18
915,91.5,4.780276653525004e-15,5.928997115336966e-14,4.7802766535249647e-17,5.9289971153369665e-16,4.780276653524965e-19,5.928997115336966e-18
916,91.60000000000001,4.776764093808175e-15,5.921344962911199e-14,4.7767640938081745e-17,5.9213449629112e-16,4.776764093808174e-19,5.9213449629112e-18
917,91.7,4.77327044820595e-15,5.913716915123808e-14,4.7732704482059495e-17,5.91371691512381e-16,4.773270448205949e-19,5.913716915123809e-18
918,91.80000000000001,4.769795654583776e-15,5.906112872292425e-14,4.769795654583777e-17,5.906112872292425e-16,4.769795654583777e-19,5.9061128722924254e-18
919,91.9,4.766339651200902e-15,5.898532735264684e-14,4.766339651200942e-17,5.898532735264684e-16,4.766339651200942e-19,5.8985327352646835e-18
920,92.0,4.7629023767081376e-15,5.890976405414906e-14,4.762902376708137e-17,5.890976405414907e-16,4.762902376708137e-19,5.890976405414907e-18
921,92.10000000000001,4.759483770145282e-15,5.883443784640806e-14,4.759483770145282e-17,5.883443784640806e-16,4.759483770145282e-19,5.8834437846408064e-18
922,92.2,4.756083770939128e-15,5.875934775360239e-14,4.7560837709391276e-17,5.875934775360239e-16,4.756083770939128e-19,5.875934775360238e-18
923,92.30000000000001,4.75270231890095e-15,5.86844928050787e-14,4.75270231890095e-17,5.86844928050787e-16,4.75270231890095e-19,5.8684492805078694e-18
924,92.4,4.749339354224465e-15,5.86098720353205e-14,4.749339354224465e-17,5.86098720353205e-16,4.749339354224465e-19,5.86098720353205e-18
925,92.5,4.745994817483357e-15,5.853548448391536e-14,4.745994817483357e-17,5.853548448391538e-16,4.745994817483358e-19,5.853548448391536e-18
926,92.60000000000001,4.742668649629227e-15,5.846132919552326e-14,4.7426686496292266e-17,5.846132919552327e-16,4.742668649629226e-19,5.846132919552326e-18
927,92.7,4.739360791989422e-15,5.838740521984518e-14,4.739360791989422e-17,5.838740521984519e-16,4.739360791989421e-19,5.838740521984519e-18
928,92.80000000000001,4.736071186264628e-15,5.831371161159167e-14,4.736071186264628e-17,5.831371161159168e-16,4.736071186264628e-19,5.8313711611591676e-18
929,92.9,4.732799774526968e-15,5.824024743045138e-14,4.7327997745269687e-17,5.824024743045138e-16,4.732799774526968e-19,5.824024743045138e-18
930,93.0,4.729546499217697e-15,5.816701174106045e-14,4.729546499217697e-17,5.816701174106046e-16,4.729546499217697e-19,5.816701174106045e-18
931,93.10000000000001,4.726311303145023e-15,5.809400361297193e-14,4.726311303145023e-17,5.809400361297193e-16,4.726311303145023e-19,5.809400361297193e-18
932,93.2,4.723094129482219e-15,5.80212221206249e-14,4.723094129482219e-17,5.802122212062491e-16,4.72309412948222e-19,5.802122212062489e-18
933,93.30000000000001,4.719894921765172e-15,5.79486663433145e-14,4.7198949217651727e-17,5.79486663433145e-16,4.719894921765172e-19,5.79486663433145e-18
934,93.4,4.716713623890707e-15,5.78763353651617e-14,4.7167136238907065e-17,5.787633536516173e-16,4.716713623890707e-19,5.7876335365161715e-18
935,93.5,4.713550180114207e-15,5.780422827508375e-14,4.7135501801142075e-17,5.780422827508376e-16,4.713550180114207e-19,5.7804228275083755e-18
936,93.60000000000001,4.710404535047666e-15,5.773234416676405e-14,4.710404535047628e-17,5.773234416676406e-16,4.710404535047628e-19,5.7732344166764054e-18
937,93.7,4.707276633657679e-15,5.766068213862324e-14,4.7072766336576795e-17,5.766068213862324e-16,4.70727663365768e-19,5.766068213862324e-18
938,93.80000000000001,4.7041664212634064e-15,5.758924129378974e-14,4.704166421263406e-17,5.758924129378975e-16,4.704166421263406e-19,5.758924129378974e-18
939,93.9,4.701073843534517e-15,5.751802074007072e-14,4.7010738435345554e-17,5.751802074007073e-16,4.701073843534555e-19,5.751802074007072e-18
940,94.0,4.697998846489379e-15,5.744701958992339e-14,4.6979988464893796e-17,5.744701958992339e-16,4.69799884648938e-19,5.744701958992339e-18
941,94.10000000000001,4.694941376492835e-15,5.737623696042651e-14,4.694941376492835e-17,5.737623696042653e-16,4.694941376492836e-19,5.737623696042652e-18
942,94.2,4.691901380254417e-15,5.730567197325173e-14,4.691901380254417e-17,5.730567197325175e-16,4.691901380254417e-19,5.730567197325174e-18
943,94.30000000000001,4.688878804826423e-15,5.723532375463562e-14,4.6888788048264226e-17,5.723532375463563e-16,4.688878804826422e-19,5.723532375463562e-18
944,94.4,4.685873597601814e-15,5.716519143535158e-14,4.6858735976018135e-17,5.716519143535158e-16,4.685873597601814e-19,5.716519143535158e-18
945,94.5,4.682885706312548e-15,5.709527415068215e-14,4.6828857063125475e-17,5.709527415068216e-16,4.682885706312547e-19,5.709527415068215e-18
946,94.60000000000001,4.679915079027539e-15,5.702557104039126e-14,4.679915079027539e-17,5.702557104039127e-16,4.679915079027539e-19,5.702557104039126e-18
947,94.7,4.676961664150793e-15,5.695608124869689e-14,4.676961664150793e-17,5.695608124869691e-16,4.676961664150793e-19,5.695608124869689e-18
948,94.80000000000001,4.6740254104194294e-15,5.688680392424403e-14,4.6740254104194294e-17,5.688680392424403e-16,4.67402541041943e-19,5.6886803924244026e-18
949,94.9,4.6711062669021876e-15,5.681773822007727e-14,4.671106266902226e-17,5.681773822007728e-16,4.671106266902226e-19,5.681773822007727e-18
950,95.0,4.668204182997284e-15,5.674888329361435e-14,4.668204182997284e-17,5.674888329361435e-16,4.668204182997284e-19,5.674888329361435e-18
951,95.10000000000001,4.665319108430599e-15,5.6680238306619536e-14,4.665319108430561e-17,5.668023830661956e-16,4.665319108430561e-19,5.668023830661955e-18
952,95.2,4.6624509932539476e-15,5.6611802425176636e-14,4.6624509932539477e-17,5.661180242517665e-16,4.662450993253947e-19,5.661180242517664e-18
953,95.30000000000001,4.659599787843399e-15,5.654357481966334e-14,4.659599787843399e-17,5.6543574819663355e-16,4.659599787843399e-19,5.654357481966335e-18
954,95.4,4.656765442897233e-15,5.647555466472487e-14,4.656765442897233e-17,5.647555466472488e-16,4.656765442897233e-19,5.647555466472487e-18
955,95.5,4.6539479094345155e-15,5.6407741139248035e-14,4.653947909434515e-17,5.640774113924805e-16,4.653947909434516e-19,5.640774113924803e-18
956,95.60000000000001,4.651147138793037e-15,5.634013342633564e-14,4.6511471387930366e-17,5.634013342633565e-16,4.651147138793036e-19,5.6340133426335644e-18
957,95.7,4.648363082627648e-15,5.627273071328091e-14,4.6483630826276484e-17,5.627273071328092e-16,4.648363082627648e-19,5.627273071328091e-18
958,95.80000000000001,4.645595692908799e-15,5.620553219154192e-14,4.6455956929087984e-17,5.620553219154193e-16,4.645595692908798e-19,5.620553219154192e-18
959,95.9,4.642844921920396e-15,5.613853705671676e-14,4.642844921920434e-17,5.613853705671676e-16,4.642844921920435e-19,5.613853705671675e-18
960,96.0,4.6401107222585595e-15,5.6071744508518284e-14,4.64011072225856e-17,5.607174450851829e-16,4.64011072225856e-19,5.6071744508518284e-18
961,96.10000000000001,4.6373930468295835e-15,5.600515375074929e-14,4.6373930468295835e-17,5.60051537507493e-16,4.637393046829584e-19,5.600515375074929e-18
962,96.2,4.6346918488484446e-15,5.5938763991278014e-14,4.634691848848444e-17,5.593876399127802e-16,4.634691848848444e-19,5.593876399127802e-18
963,96.30000000000001,4.632007081837094e-15,5.587257444201329e-14,4.632007081837094e-17,5.58725744420133e-16,4.632007081837094e-19,5.587257444201329e-18
964,96.4,4.629338699622916e-15,5.5806584318880695e-14,4.629338699622915e-17,5.580658431888071e-16,4.629338699622916e-19,5.58065843188807e-18
